path,bpm,rms,centroid,score,tier
"99_Archive/clean/Helena Hauff/Kern, Vol. 5/29 Shinra - Pinwheel.flac",136.0,0.21923,2212.4,0.6131,4
"99_Archive/clean/Helena Hauff/Kern, Vol. 5/27 Exzakt - Madrid Nights.flac",129.2,0.25197,2735.3,0.666,4
"99_Archive/clean/Helena Hauff/Kern, Vol. 5/28 Umwelt - Starless Night.flac",129.2,0.22649,3213.8,0.6631,4
"99_Archive/clean/Helena Hauff/Kern, Vol. 5/30 Maarten van der Vleuten - Internaut.flac",136.0,0.30503,2874.6,0.8388,5
"99_Archive/clean/Helena Hauff/Kern, Vol. 5_ Mixed by Helena Hauff/32 Kern, Vol. 5 Continuous Mix by Helena Hauff (Part 1).flac",99.38,0.10794,1152.7,0.0867,1
"99_Archive/clean/Helena Hauff/Kern, Vol. 5_ Mixed by Helena Hauff/33 Kern, Vol. 5 Continuous Mix by Helena Hauff (Part 2).flac",136.0,0.13926,1980.9,0.4576,3
99_Archive/clean/Herbert/100 Lbs/1-03 Thinking of You.wav,117.45,0.12593,2962.1,0.2485,2
99_Archive/clean/Heyman/Sky/01 Sky (Original Mix).mp3,129.2,0.32586,2529.7,0.757,4
99_Archive/clean/HFMN/Man Machine (Original Mix).mp3,66.26,0.1977,2598.3,0.2407,2
99_Archive/clean/Hermeth/Emotional Damage/01 Brian's Back.flac,71.78,0.28282,2439.9,0.4157,3
99_Archive/clean/HFMN/Rouge 56 (Original Mix).mp3,129.2,0.21864,1644.8,0.5064,3
99_Archive/clean/Hermeth/Emotional Damage/03 U Know.flac,99.38,0.2523,2985.1,0.4523,3
99_Archive/clean/Hermeth/Emotional Damage/04 DNB BLEM.flac,161.5,0.22572,2934.1,0.7244,4
99_Archive/clean/Hermeth/Turbo Flemme/01 Dale Don.flac,143.55,0.24659,3640.3,0.8183,5
99_Archive/clean/Hermeth/Emotional Damage/02 Distro.flac,143.55,0.40011,2841.2,0.8935,5
99_Archive/clean/Hermeth/Turbo Flemme/02 Do Ma Ting.flac,143.55,0.22026,3097.0,0.7218,4
99_Archive/clean/Hermeth/Turbo Flemme/03 Dale Don (AVALON Remix).flac,136.0,0.35279,2623.8,0.8461,5
99_Archive/clean/Hermeth/Turbo Flemme/04 Do Ma Ting (Buzz Kill Remix).flac,136.0,0.29529,3103.6,0.8567,5
99_Archive/clean/HFMN/Scar (Original Mix).mp3,66.26,0.22285,2266.2,0.2681,2
99_Archive/clean/HFMN/Story Telling (Original Mix).mp3,89.1,0.20555,2080.3,0.2519,2
99_Archive/clean/HFMN/Scratch Tribe (Original Mix).mp3,129.2,0.20462,1991.7,0.4948,3
99_Archive/clean/HIGHLITE/Postman (Extended Mix)/01 Postman (Extended Mix).mp3,123.05,0.17518,3320.2,0.4148,3
99_Archive/clean/HIGHLITE/Fake Moves (Extended Mix)/01 Fake Moves (Extended Mix).mp3,123.05,0.22374,2911.2,0.4718,3
99_Archive/clean/Hidden Empire/Hot Girls Hot Boys/01 Hot Girls Hot Boys (Original Mix).mp3,129.2,0.29715,3072.0,0.7899,4
99_Archive/clean/Holywater/Handle With Care/11 Step Forward.mp3,129.2,0.23086,1924.9,0.5521,3
99_Archive/clean/Hotaru/Mirage Edits/03 Sex Machine (Hotaru Edit).mp3,112.35,0.17778,2806.9,0.2858,2
"99_Archive/clean/HP Vince, Divine/Life Is Beautiful (Original Mix).mp3",123.05,0.29964,2571.3,0.5861,3
99_Archive/clean/https___djsoundtop.com/djsoundtop.com/Veneno (Original Mix) djsoundtop.com.mp3,117.45,0.23154,1820.5,0.329,2
99_Archive/clean/https___djsoundtop.com/djsoundtop.com/BadWolf Alexia Malo - B3SO (Original Mix).mp3,123.05,0.20788,2106.1,0.3624,2
99_Archive/clean/Icy/Marina Trench (Original Mix) 128.mp3,129.2,0.25028,3308.5,0.7248,4
99_Archive/clean/Howl Records/VA ● Dodici/01 HOWL012.1.flac,129.2,0.23557,1819.4,0.5536,3
99_Archive/clean/Il Letto. La Porta. La Musica_/Peter Lc (Don Carlos Remix) 126.mp3,83.35,0.21027,2803.7,0.3124,2
99_Archive/clean/Hi-Jack/Sessuale/14 Sessuale (Club Mix).flac,129.2,0.13906,2861.5,0.4686,3
99_Archive/clean/𝕀𝕟𝕕𝕖𝕔𝕚𝕤𝕚𝕧𝕖_/Indecisive Vol.2/01 Bonsai.mp3,103.36,0.17807,3772.4,0.3557,2
99_Archive/clean/Human Safari/Culture Shock/01 Mouse on Keys.flac,143.55,0.38404,2712.8,0.8792,5
99_Archive/clean/Human Safari/Culture Shock/02 Fragments.flac,143.55,0.41961,2373.9,0.8509,5
99_Archive/clean/Human Safari/Culture Shock/03 Classique.flac,143.55,0.46246,1995.1,0.8236,5
99_Archive/clean/Human Safari/Culture Shock/04 The Labyrinth.flac,143.55,0.35962,2027.5,0.8186,5
99_Archive/clean/Human Safari/Culture Shock/05 A Rainy Day in Bogotá.flac,143.55,0.07778,2576.5,0.4816,3
99_Archive/clean/Infinite Joy/Rowan (Original Mix) 128.mp3,103.36,0.18018,1963.8,0.2072,2
"99_Archive/clean/Information Society/Encode! Classic Remixes, Volume 3/11 The Prize (Kain & Arvy club mix).mp3",129.2,0.28518,2885.7,0.751,4
99_Archive/clean/Human Safari/Culture Shock/06 Dorian.flac,143.55,0.38126,2300.3,0.8426,5
99_Archive/clean/Human Safari/Culture Shock/07 Phantom.flac,143.55,0.33981,3617.1,0.9536,5
99_Archive/clean/Inland Knights _ Freaked/Party Criminals/01 Inland Knights - Summer Now.flac,129.2,0.15219,1989.0,0.4042,3
99_Archive/clean/Indo/Indo – R U Sleeping/03 R U Sleeping (Bump & Flex Vocal).flac,129.2,0.11196,4166.1,0.5281,3
99_Archive/clean/iO/Meuse EP/03 Reponce Profonde.mp3,129.2,0.2866,3104.5,0.7793,4
99_Archive/clean/INVT x Introspekt/Tectónica/01 INVT x Introspekt - Seismic Activity.flac,89.1,0.17072,1719.9,0.1623,1
99_Archive/clean/INVT x Introspekt/Tectónica/02 INVT x Introspekt feat. DJ Teck Turna - Ayo DJ.flac,136.0,0.21889,2023.1,0.5979,3
99_Archive/clean/INVT x Introspekt/Tectónica/03 INVT x Introspekt - Me Prendi.flac,92.29,0.22825,1959.0,0.301,2
99_Archive/clean/Innershades/Faith of the Misbelievers EP/05 Flying Birds in the Sunset.flac,129.2,0.21332,3397.2,0.6521,4
"99_Archive/clean/INVT, Introspekt/TECTONICA/02 DIME SI SE ESCHUCHA.flac",136.0,0.2118,2064.7,0.5862,3
99_Archive/clean/Itoa/Oh No/01 Itoa - Wet Brain.flac,161.5,0.13527,2741.9,0.5473,3
99_Archive/clean/Itoa/Oh No/02 Itoa - We Want.flac,129.2,0.25351,1696.6,0.5919,3
99_Archive/clean/Itoa/Oh No/03 Itoa feat. なかむらみなみ - Oh No (extended mix).flac,161.5,0.25485,2483.2,0.7447,4
"99_Archive/clean/Ivan Kook, Seek Arguedas, Edson Arguedas, Joel Sanchz/El Baile (Original Mix).mp3",123.05,0.25081,1773.8,0.4355,3
99_Archive/clean/Itoa/Oh No/04 Itoa - Fonda U.flac,80.75,0.16085,3309.2,0.2597,2
99_Archive/clean/Itoa/Oh No/05 Itoa - Catch Eyes.flac,80.75,0.21852,2307.2,0.2709,2
"99_Archive/clean/Ivan Kook, Seek Arguedas, Edson Arguedas, Joel Sanchz/Tuki Tuki (Original Mix).mp3",123.05,0.24476,3808.3,0.5868,3
99_Archive/clean/Itoa/Oh No/07 Itoa feat. なかむらみなみ - Oh No (instrumental).flac,161.5,0.28192,2354.5,0.7853,4
99_Archive/clean/J.J. Blender/Frankfurt - Miami (Theo Moral Remix).mp3,136.0,0.16101,3139.1,0.5932,3
99_Archive/clean/IVRISH/Back It/01 Back It feat. NUR. (Extended Mix).mp3,123.05,0.24299,3027.8,0.5256,3
99_Archive/clean/Itoa/Oh No/06 Itoa - Girlboss Microplastix.flac,107.67,0.27531,1923.9,0.4102,3
99_Archive/clean/Itoa/Oh No/08 Itoa - Oh No.flac,161.5,0.29356,2438.5,0.8122,5
99_Archive/clean/James My & Criss/Space Man (Original Mix).mp3,103.36,0.23713,3670.0,0.476,3
99_Archive/clean/James Shinra/Miscellaneous Acid Tracks/03 Endgame.flac,129.2,0.17415,2373.2,0.4681,3
"99_Archive/clean/Jay House, MEZZA/Drop It (David Cueto (ES) Remix).mp3",123.05,0.22696,2529.9,0.4415,3
"99_Archive/clean/Jay House, MEZZA/Drop It (Original Mix).mp3",83.35,0.28242,3015.9,0.4878,3
"99_Archive/clean/Jay House, MEZZA/Drop It (Randy Mas Remix).mp3",123.05,0.22826,3812.5,0.5543,3
99_Archive/clean/Jay Perlestein/Ethereas (BadWolf Remix).mp3,123.05,0.1719,3604.5,0.4279,3
99_Archive/clean/James Shinra/Miscellaneous Acid Tracks/02 Isolate.flac,129.2,0.15891,2625.5,0.465,3
"99_Archive/clean/Jebby Jay, Dub Pepper/Feel It/01 Feel It (Original Mix).mp3",123.05,0.22776,3071.3,0.504,3
99_Archive/clean/James Shinra/Miscellaneous Acid Tracks/01 Turbine.flac,92.29,0.22503,3134.0,0.4059,3
99_Archive/clean/Jason Sparks feat. Siren/The Story of 'O'/03 Gangsters (Si Begg remix).flac,136.0,0.16561,2585.2,0.5378,3
99_Archive/clean/Jaydee/Plastic Dreams (Revisited)/04 Plastic Dreams (Angel Moraes Angel's Dream mix).flac,129.2,0.20659,3427.6,0.6373,4
99_Archive/clean/Jensen Interceptor x Viikatory/I Just Want 2 Dance/01 B2B.flac,83.35,0.20738,2103.8,0.2422,2
99_Archive/clean/Jensen Interceptor x Viikatory/I Just Want 2 Dance/02 Getup!.flac,73.83,0.29117,3263.5,0.5176,3
99_Archive/clean/Jensen Interceptor x Viikatory/I Just Want 2 Dance/04 I Just Want 2 Dance.flac,152.0,0.17821,2037.9,0.5399,3
99_Archive/clean/Jerome Robins/Don't Call Me Baby (Ricardo Espino Remix).mp3,123.05,0.22819,3345.1,0.5316,3
99_Archive/clean/Jess Glynne/I Cry When I Laugh/14 Jess Glynne - Right Here.mp3,117.45,0.24879,2857.3,0.4536,3
99_Archive/clean/Jesse Jacob/Ruisdael Street (Original Mix).mp3,83.35,0.28946,2372.6,0.4358,3
99_Archive/clean/Jesse Jacob/Together (Original Mix).mp3,129.2,0.28698,2589.4,0.7236,4
99_Archive/clean/Jesse Jacob/20 Blocks Around (Original Mix).mp3,123.05,0.33504,1338.4,0.5422,3
99_Archive/clean/Jensen Interceptor x Viikatory/I Just Want 2 Dance/03 Drop 'N' Shake.flac,80.75,0.3146,3267.9,0.5497,3
99_Archive/clean/Jesse Maas/Aura (Original Mix).mp3,86.13,0.28259,3552.4,0.5453,3
99_Archive/clean/Jesse Maas/Bepils (Original Mix).mp3,129.2,0.30309,3608.7,0.8396,5
"99_Archive/clean/Jey Kurmis, Andre Salmon, No Else/Dust & Ashes (Original Mix).mp3",83.35,0.29692,3120.7,0.5255,3
"99_Archive/clean/Jey Kurmis, Andre Salmon, No Else/Dust & Ashes (Prok & Fitch Remix).mp3",129.2,0.31539,1822.2,0.6989,4
99_Archive/clean/Jholeyson/XWay (Original Mix).mp3,129.2,0.22113,3129.6,0.647,4
99_Archive/clean/Jizz/Mint (Original Mix).mp3,129.2,0.15639,3047.5,0.5094,3
99_Archive/clean/Jizz/Datos Erroneos (Original Mix).mp3,129.2,0.28023,1381.7,0.6329,4
99_Archive/clean/Jizz/Sin Concepto (Original Mix).mp3,129.2,0.22311,2105.7,0.5517,3
99_Archive/clean/John Summit/Playa Package/02 John Summit & HAYLA - Where You Are (Millero remix).mp3,123.05,0.1754,3651.8,0.4376,3
99_Archive/clean/John Summit/Playa Package/05 John Summit & HAYLA - Shiver (N.O.Y & Guy Katch remix).mp3,123.05,0.31648,1620.4,0.5396,3
99_Archive/clean/Johnny Fiasco/Things That Go Bump In the Night/02 Take Five.mp3,129.2,0.26884,1306.5,0.6118,4
99_Archive/clean/Jonny N Travis/It's Just A Dream (Djebali Remix).mp3,123.05,0.27236,2716.5,0.5587,3
99_Archive/clean/Jonny N Travis/It's Just A Dream (Original Mix).mp3,63.02,0.23665,2658.7,0.3257,2
99_Archive/clean/JØRD/Daydream/01 Daydream (Original Mix).mp3,123.05,0.20909,2845.1,0.435,3
99_Archive/clean/Josh Baker/Y-EP/04 Laid Back Trax.mp3,99.38,0.23526,2352.6,0.3497,2
99_Archive/clean/Joris Voorn/Global Underground 043_ Joris Voorn in Rotterdam/46 Martin Landsky - Triage.mp3,123.05,0.3301,1663.7,0.553,3
99_Archive/clean/Joy Orbison/Selectors 004/2-02 Stylistic - People (Original Mix).mp3,136.0,0.23854,1329.3,0.6068,4
99_Archive/clean/JKS/Wild Nights EP/01 The Cult.flac,143.55,0.267,2182.4,0.7354,4
99_Archive/clean/Juan Hansen/My Own Game (Oliver Koletzki Remix)/01 My Own Game (Oliver Koletzki Remix).mp3,123.05,0.16682,3317.7,0.4045,3
99_Archive/clean/Juan Pablo Diaz/Power Move (Original Mix).mp3,123.05,0.22889,3321.0,0.5346,3
99_Archive/clean/JKS/Wild Nights EP/02 Charm.flac,143.55,0.31562,1904.6,0.7877,4
99_Archive/clean/JKS/Wild Nights EP/03 Jungle Curse.flac,143.55,0.31511,1805.4,0.78,4
99_Archive/clean/JKS/Wild Nights EP/04 Wild Nights.flac,143.55,0.32669,2129.8,0.8141,5
99_Archive/clean/Julian Millan/Corbel (Original Mix).mp3,123.05,0.27807,3519.3,0.6477,4
"99_Archive/clean/Julian Millan, LaeHz/If U Want (Original Mix).mp3",123.05,0.35465,2023.1,0.5862,3
99_Archive/clean/Joshua/Q/03 Echo Chamber (Joshua's Dubwise Mix).flac,123.05,0.20012,3371.7,0.4726,3
99_Archive/clean/Julian Millan/Memorius (Original Mix).mp3,123.05,0.20121,3523.5,0.4828,3
99_Archive/clean/Justin Timberlake/FutureSex_LoveSounds/1-02 Justin Timberlake feat. Timbaland - SexyBack.mp3,117.45,0.2598,2410.0,0.4355,3
99_Archive/clean/Kalani/Rain Man/05 Solar Swimming.mp3,136.0,0.18106,1030.5,0.4808,3
"99_Archive/clean/Karmon, Luca Luper/Frequency EP/01 Train Fight (Original Mix).mp3",129.2,0.25326,2096.1,0.6202,4
99_Archive/clean/Justin David/To Whom It May Concern.flac,123.05,0.05855,2451.6,0.2333,2
"99_Archive/clean/Karmon, Luca Luper/Frequency EP/02 Frequency (Original Mix).mp3",129.2,0.29892,2383.6,0.7247,4
99_Archive/clean/Kassier/South West (Original Mix).mp3,123.05,0.27792,3139.1,0.6203,4
"99_Archive/clean/Kassier, Mario Donoso/In Da Club (Original Mix).mp3",123.05,0.21646,3693.4,0.5276,3
99_Archive/clean/Ken Ishii/Sleeping Madness/02 Misprogrammed Day.mp3,136.0,0.22871,3081.8,0.7253,4
99_Archive/clean/Kedr Livanskiy/Ariadna/06 Kedr Livanskiy - Za oknom vesna.mp3,129.2,0.2075,3133.9,0.6185,4
"99_Archive/clean/Kolombo, Pysh/Straight From the Heart/02 Straight From the Heart (Deflee Remix).mp3",123.05,0.24562,3477.6,0.579,3
"99_Archive/clean/Kiko, Olivier Giacomotto/Let Me Know/01 Let Me Know (Original Mix).mp3",123.05,0.29909,2712.8,0.6067,4
99_Archive/clean/KPD/Better Or Thicker (Original Mix).mp3,123.05,0.18552,3814.4,0.466,3
99_Archive/clean/Krata/Junkie (Original Mix).mp3,123.05,0.25124,3299.4,0.5835,3
99_Archive/clean/Krata/Runnin (Original Mix).mp3,123.05,0.23728,3075.2,0.5282,3
99_Archive/clean/Kuestenklatsch/All My Friends (Original Mix).mp3,123.05,0.23458,3059.3,0.5212,3
99_Archive/clean/Kuestenklatsch/Everything You Want (Original Mix).mp3,123.05,0.26964,3723.2,0.6479,4
99_Archive/clean/Kuestenklatsch/Feel Good (Original Mix).mp3,123.05,0.23211,3404.5,0.5519,3
99_Archive/clean/Kevin Saunderson/KMS_ The Party of the Year/1-12 Chez Damier - Can You Feel It (NY dub).wav,129.2,0.1597,3998.3,0.5754,3
"99_Archive/clean/Leave A Message (Feat. Poppy Wright & Trick Shady)/Josh Baker, Trick Shady, Poppy Wright (Feat. Poppy Wright & Trick Shady) 125.mp3",123.05,0.2851,2983.8,0.6187,4
99_Archive/clean/Layo & Bushwacka!/Love Story/04 Love Story (Tim Deluxe remix).mp3,129.2,0.17787,3820.6,0.6022,4
99_Archive/clean/Kym Sims/We Gotta Love/05 We Gotta Love (Mixmaster Hard Beat Box Dub).flac,129.2,0.21363,3534.8,0.6643,4
99_Archive/clean/Lacuna/The Voice.flac,129.2,0.08995,2923.6,0.4464,3
99_Archive/clean/Leo Christopher/The Den (Original Mix).mp3,129.2,0.22686,2697.1,0.6143,4
99_Archive/clean/Leon/Echoe (Mr. Big Remix).mp3,123.05,0.3168,2640.5,0.6212,4
99_Archive/clean/L.E.D_/Wish/02 Wish - Inferno Mix.flac,129.2,0.14707,2736.1,0.4692,3
99_Archive/clean/Leon/Echoe (Original Mix).mp3,123.05,0.20353,2602.5,0.4014,3
99_Archive/clean/Larry Tee/Love Machine (Club Mix).flac,123.05,0.02412,4633.6,0.3586,2
99_Archive/clean/Late Nite Tuff Guy/Tuff Cut #12/03 Hot!!.flac,117.45,0.12289,3124.0,0.2672,2
99_Archive/clean/Laura Watling/Twenty-Five/07 Under the Ice.flac,117.45,0.18791,1893.1,0.2389,2
99_Archive/clean/Leon/I Feel (Original Mix).mp3,129.2,0.24819,2112.3,0.6096,4
99_Archive/clean/Leon/Thera (Original Mix).mp3,129.2,0.25596,2972.2,0.7099,4
"99_Archive/clean/Leon (Italy), NiCe7/Please Don't Leave (Leon Dub Mix).mp3",129.2,0.34999,2474.7,0.7725,4
99_Archive/clean/Lee Marrow/Pain (Dangerous Mix)/01 Pain (Dangerous mix).flac,123.05,0.15616,4213.3,0.4255,3
"99_Archive/clean/Leon (Italy), NiCe7/Please Don't Leave (NiCe7 Club Mix).mp3",123.05,0.20178,3053.9,0.4496,3
"99_Archive/clean/Leon (Italy), NiCe7/Please Don't Leave (Original Mix).mp3",123.05,0.08192,4668.8,0.3733,2
"99_Archive/clean/Leon (Italy), NiCe7/Please Don't Leave (Serge Devant Remix).mp3",123.05,0.22571,2246.1,0.4231,3
"99_Archive/clean/Let's Love/Robert Owens, Dj Merci (Original Mix) 124.mp3",161.5,0.17308,3580.8,0.6736,4
99_Archive/clean/Lex Loofah/Freaky Deaky/01 Freaky Deaky (More Bounce to the Ounce mix).mp3,129.2,0.10307,2823.0,0.4424,3
99_Archive/clean/Lisa Jane/Don't You Wanna (Lizzie Curious Remix).mp3,123.05,0.25119,3405.7,0.5948,3
99_Archive/clean/Lisa Jane/Don't You Wanna (Original Mix).mp3,123.05,0.25936,2755.6,0.5455,3
99_Archive/clean/Limousine Dream/The Nug-Net Winner's Circle_ 2025/03 Los Electrones.mp3,129.2,0.2629,3049.8,0.7357,4
99_Archive/clean/LNX ITA/Elektro (Original Mix).mp3,123.05,0.20548,3784.8,0.51,3
99_Archive/clean/Loco Dice/Sweet Nectar Blossom/01 Believe in Me.mp3,123.05,0.34806,1932.8,0.5835,3
99_Archive/clean/Locked Club/It’s My Rave/01 Locked Club - It’s My Rave.flac,129.2,0.31075,3130.8,0.8196,5
99_Archive/clean/Locked Club/It’s My Rave/02 Locked Club ft. Roman The Legend - Rabotaet.flac,129.2,0.28269,2732.2,0.7367,4
99_Archive/clean/Loco Dice/Sweet Nectar Blossom/02 Kanak Funk.mp3,123.05,0.19519,1559.7,0.3147,2
99_Archive/clean/Loco Dice/Sweet Nectar Blossom/03 Sweet Nectar Blossom.mp3,123.05,0.27364,1634.8,0.4875,3
99_Archive/clean/Locked Club/Irak/02 Doschitai.flac,129.2,0.30915,2924.0,0.7931,4
99_Archive/clean/Lorenzo De Blanck/Make Me Feel (Original Mix).mp3,123.05,0.25314,3370.8,0.5996,3
"99_Archive/clean/Lisene, Hartta, Sourpuss, Interplanetary Criminal/Common Ground (BP013)/03 Common Ground.flac",107.67,0.06167,1877.4,0.1019,1
"99_Archive/clean/Lisene, Hartta, Sourpuss, Interplanetary Criminal/Common Ground (BP013)/01 Class Of '92.flac",152.0,0.17925,2508.9,0.5787,3
"99_Archive/clean/Lisene, Hartta, Sourpuss, Interplanetary Criminal/Common Ground (BP013)/02 Hauntology.flac",112.35,0.19162,3785.4,0.3946,2
99_Archive/clean/Locked Club/It’s My Rave/03 Locked Club ft. RLGN - Electro Hund.flac,123.05,0.22967,2730.4,0.48,3
99_Archive/clean/Locked Club/It’s My Rave/04 Locked Club - Dubai Girlfriend.flac,99.38,0.20067,3096.0,0.3501,2
99_Archive/clean/Lorenzo De Blanck/Need Your Love (Original Mix).mp3,123.05,0.29903,3124.7,0.6595,4
99_Archive/clean/LUCH/Anti Conti/01 Anti Conti (Original Mix).mp3,123.05,0.31159,2555.6,0.611,4
99_Archive/clean/Lorenzo Taglieri/Destruction (Extended Mix).mp3,123.05,0.21092,3963.0,0.5306,3
99_Archive/clean/Luca Saporito/Talkin' Like Dat/02 Talkin' Like Dat (Whitesquare Remix).mp3,123.05,0.30629,3237.8,0.6794,4
99_Archive/clean/Luke Alessi/After Five (Pablo Bozzi Remix)/02 After Five (Extended) (Extended).mp3,63.02,0.31768,2791.1,0.4824,3
99_Archive/clean/louie/Wham! - Everything She Wants (Louie's Edit).flac,143.55,0.23432,2767.4,0.7159,4
99_Archive/clean/M.I.A_/Notes From The Underground/09 Make a choice.mp3,129.2,0.34076,2217.9,0.7496,4
99_Archive/clean/Lützenkirchen/Lutzenkirchen's Goldies Not Oldies/13 Daniele Papini - Hidden Source.flac,123.05,0.18869,1995.5,0.3286,2
99_Archive/clean/LUXE & Tom Place/Moonquake/01 Moonquake.flac,143.55,0.28241,1616.5,0.7285,4
99_Archive/clean/LUXE & Tom Place/Moonquake/03 Polarities.flac,112.35,0.26528,1476.6,0.3764,2
99_Archive/clean/LUXE & Tom Place/Moonquake/04 Moonquake [Angel D'Lite remix].flac,107.67,0.28036,2101.8,0.4342,3
99_Archive/clean/Made In TLV/Magneto/01 Magneto (Original Mix).mp3,123.05,0.20998,1675.5,0.354,2
99_Archive/clean/LUXE & Tom Place/Moonquake/02 Out of My Head.flac,112.35,0.22004,2889.0,0.3844,2
99_Archive/clean/Makree/Piano Groove (Original Mix).mp3,123.05,0.20982,3562.9,0.5142,3
99_Archive/clean/Makree/Piano Groove (Sebb Junior Remix).mp3,123.05,0.23119,2673.8,0.4803,3
99_Archive/clean/Manu Pavez/Diálogos Mentales (Original Mix) 120.mp3,117.45,0.16247,3664.3,0.3472,2
99_Archive/clean/Mac Zimms/Feel What I'm Feeling/03 Feel What I'm Feeling (club mix).flac,68.0,0.28416,3133.8,0.4902,3
99_Archive/clean/M-High/Voids.flac,129.2,0.25449,2998.3,0.7113,4
99_Archive/clean/Maciel/Twelve/09 New Rave.flac,136.0,0.22791,2519.3,0.6612,4
99_Archive/clean/Marco Darko/On Tick (Original Mix).mp3,123.05,0.24905,2272.2,0.4813,3
99_Archive/clean/Marco Darko/Preach (Original Mix).mp3,123.05,0.25303,3121.3,0.5789,3
99_Archive/clean/Marco Passarani presents F.F.O.M_/Mirage on the Red Land/08 Passione Orbitale.mp3,129.2,0.26705,2542.2,0.6904,4
99_Archive/clean/Mark Lower/Retro Futurism (Original Mix).mp3,117.45,0.19855,2424.4,0.3009,2
99_Archive/clean/Marks/Mpeg (Original Mix) 131.mp3,129.2,0.14587,4275.2,0.5666,3
99_Archive/clean/Marsolo/What You Say EP/01 What You Say.mp3,129.2,0.30188,1963.6,0.6998,4
99_Archive/clean/Martin Landsky/Dub Identity (Original Mix).mp3,123.05,0.27053,1942.9,0.5028,3
99_Archive/clean/Mason Collective/Party Jumpin'/01 Party Jumpin' (extended mix).mp3,129.2,0.27894,3250.4,0.7904,4
99_Archive/clean/Masupilami/Vacuum (Original Mix).mp3,83.35,0.21809,2550.9,0.3029,2
99_Archive/clean/Matheus Rosa/Shit (Original Mix).mp3,123.05,0.27235,3070.1,0.6114,4
99_Archive/clean/Marc Cotterell/House & Garage Series Vol. 1/02 Facing Up (Grant Nelson Dub Mix).flac,123.05,0.15727,2912.2,0.3572,2
"99_Archive/clean/Matheus Rosa, Shiino/Body Flow (Original Mix).mp3",123.05,0.25158,3196.8,0.5852,3
"99_Archive/clean/Matheus Rosa, Zebob/Close (Original Mix).mp3",123.05,0.26118,2980.9,0.5798,3
99_Archive/clean/Matt Hibbert/Hey Man (Original Mix).mp3,83.35,0.18562,2983.6,0.2803,2
99_Archive/clean/Matt Hibbert/Shaky Shaky Bouncy Bouncy (Original Mix).mp3,63.02,0.30462,3534.7,0.5366,3
99_Archive/clean/Matt Hibbert/The Frenchman (Original Mix).mp3,63.02,0.34451,3164.5,0.5418,3
"99_Archive/clean/Matt, George Z/Down Low/01 Down Low (Extended Mix).mp3",129.2,0.25106,2994.5,0.7033,4
99_Archive/clean/Matteo Costa/Back In (Original Mix).mp3,129.2,0.31384,3052.2,0.8162,5
99_Archive/clean/Matteo Costa/Freakin (Original Mix).mp3,83.35,0.24912,3457.1,0.4657,3
99_Archive/clean/Mauricio Spencer/No Name (Original Mix).mp3,129.2,0.31075,1672.8,0.6938,4
99_Archive/clean/Mauricio Spencer/Shots (Original Mix).mp3,129.2,0.2487,2103.7,0.6153,4
99_Archive/clean/Max Power/Gap (Original Mix).mp3,83.35,0.20932,3693.9,0.3886,2
"99_Archive/clean/Maw 2004 Buzz Electro Bass 707/Masters At Work, Kenny Dope, Louie Vega (Original Mix) 125.mp3",123.05,0.24654,3474.9,0.592,3
99_Archive/clean/Max Power/Movement (Original Mix).mp3,123.05,0.22974,3613.3,0.5659,3
"99_Archive/clean/Max Styler, Deomid/Every Night/01 Every Night (Original Mix).mp3",129.2,0.36148,2975.1,0.8325,5
99_Archive/clean/Maxi Galoppo/Afr (Original Mix).mp3,129.2,0.29384,3240.3,0.8152,5
99_Archive/clean/Maxi Galoppo/Let Me (Original Mix).mp3,129.2,0.25809,3535.5,0.7697,4
"99_Archive/clean/Mediahora, Christian DM/Old School (Amorhouse, Tonix Remix).mp3",123.05,0.31069,3289.0,0.6926,4
"99_Archive/clean/Mediahora, Christian DM/Old School (Rapha (Italy) Remix).mp3",83.35,0.28228,2070.8,0.4017,3
"99_Archive/clean/Mediahora, Christian DM/Old School (Original Mix).mp3",123.05,0.31093,1529.7,0.5442,3
99_Archive/clean/Mella Dee/Sidney Street/01 Sidney Street.mp3,129.2,0.13547,3580.9,0.5441,3
99_Archive/clean/Melo/La Tribu (Original Mix).mp3,123.05,0.30549,3369.5,0.693,4
99_Archive/clean/Melo/Rocket (Original Mix).mp3,83.35,0.16414,3930.2,0.3098,2
"99_Archive/clean/Metroplane, Daniel Wilson/Be Where I Am (feat. Daniel Wilson) [Whitesquare Extended Remix]/01 Be Where I Am feat. Daniel Wilson (Whitesquare Extended Remix).mp3",123.05,0.1573,3108.5,0.3832,2
99_Archive/clean/Michael Jackson/Working Day & Night (Barry & Gibbs Edit)/Working Day & Night (Barry & Gibbs Edit).mp3,129.2,0.12933,3816.9,0.5479,3
99_Archive/clean/Mettabbana/Coil (Kusht Remix) 98.mp3,99.38,0.17423,1162.3,0.1603,1
99_Archive/clean/Midnight City/Get It Up/01 Get It Up.mp3,123.05,0.21009,3130.7,0.4866,3
99_Archive/clean/Midnight City/Get It Up/02 Come To Me.mp3,63.02,0.21837,3499.3,0.3673,2
99_Archive/clean/Mihai Popoviciu/Disfunction (Martin Eyerer Remix).mp3,123.05,0.32664,1959.1,0.583,3
99_Archive/clean/Mihai Popoviciu/Disfunction (Original Mix).mp3,123.05,0.24749,3229.6,0.579,3
