path,bpm,rms,centroid,score,tier
99_Archive/clean/Aaron-Carl/Tears (Original Mix).mp3,129.2,0.22607,2222.7,0.5225,3
99_Archive/clean/Aaron-Carl/Tears/02 Tears (Pt. 2).mp3,129.2,0.20983,2649.6,0.524,3
99_Archive/clean/187 Lockdown/Gunman/03 Gunman (original mix).wav,129.2,0.12169,3848.4,0.4888,3
99_Archive/clean/Abdul Raeva/The Caballero Thrust Programme (Original Mix).mp3,129.2,0.21662,2681.9,0.5424,3
99_Archive/clean/Adam Ten/Magic Circus/01 Magic Circus (Original Mix).mp3,123.05,0.18904,2959.7,0.3646,2
99_Archive/clean/Adam Bennett/HOUSE COULD BE ANYTHING EP/01 HOUSE COULD BE ANYTHING - Adam Bennett.mp3,86.13,0.22504,3311.2,0.4089,3
"99_Archive/clean/Adam Ten, Mita Gami/The Queen (303 Retouch)/01 The Queen (303 Retouch).mp3",123.05,0.26144,3692.5,0.5853,3
99_Archive/clean/Adventures of Stevie V/Adventures of Stevie V/01 Dirty Cash (Sold Out mix).mp3,161.5,0.11911,2633.7,0.5194,3
99_Archive/clean/AFFKT/No Signal/02 No Signal (Pavel Petrov Mindiemal Remix).mp3,123.05,0.25893,2224.7,0.4489,3
99_Archive/clean/Afterlife/Rhythm Of Paradise (Original Mix) 123.mp3,123.05,0.24513,2498.1,0.4384,3
99_Archive/clean/ALADAG/Awake EP/01 Awake (Original Mix).mp3,123.05,0.3231,1993.6,0.529,3
99_Archive/clean/Aleceo/Kaifan (Original Mix) 112.mp3,112.35,0.19514,2125.6,0.2563,2
"99_Archive/clean/Alex Neri, Kamasutra, Tognarelli, Corinna Joseph/Burnin' (Alex Neri And Tognarelli (remix 1999)).mp3",61.52,0.20061,2454.7,0.2233,2
99_Archive/clean/Alexander East/Jest 4 Me (BHQ Vocal Dub).mp3,129.2,0.2038,2207.7,0.4705,3
99_Archive/clean/Alexander Skancke/The Wasp Queen - QRK013/02 Typhoon Flutes.mp3,129.2,0.19239,2903.0,0.5163,3
99_Archive/clean/Alicia Myers/Right Here Right Now ( Alex Di Cio' Remix )/01 Right Here Right Now ( Alex Di Cio' Remix ) (Full Vocal Remix  Alex Di Cio').mp3,117.45,0.2502,3372.0,0.5057,3
99_Archive/clean/Alinka/Moving Bodies/02 Future Funk.mp3,129.2,0.24285,3259.1,0.663,4
"99_Archive/clean/Alt Control, Millero, Raz Alon, GERSH, Dan Barrow/All Stars 06/02 Mon Amour (Original Mix).mp3",123.05,0.18938,2829.2,0.3534,2
99_Archive/clean/Anabel Englund/Messing With Magic/06 Lee Foss & Anabel Englund - Warm Disco.mp3,83.35,0.25643,2983.7,0.4295,3
99_Archive/clean/Anastacia/One Day in Your Life/04 One Day in Your Life (Almighty mix).mp3,83.35,0.27481,3397.1,0.5058,3
99_Archive/clean/Andre Zimmer/Saved My Life/03 The Quest.mp3,129.2,0.26641,2583.4,0.6432,4
99_Archive/clean/Alexander Skancke/I Love You/03 Do You Feel The Love_.wav,123.05,0.22958,2644.9,0.4225,3
99_Archive/clean/Alineat/SexyPeggy Ep/01 Peggy's Shake.flac,123.05,0.21955,3096.3,0.4513,3
99_Archive/clean/Andronicus/Make You Whole/02 Make You Whole (original mix).mp3,123.05,0.19033,2704.8,0.3438,2
99_Archive/clean/Aney F_/Oh Yeah (Original Mix).mp3,129.2,0.30554,2034.5,0.6605,4
99_Archive/clean/Aney F_/Stay Awake (Original Mix).mp3,129.2,0.3411,1878.0,0.6778,4
99_Archive/clean/Aney F_/Take Me Back (Original Mix).mp3,129.2,0.37254,1845.9,0.6845,4
99_Archive/clean/Aney F_/Time (Original Mix).mp3,129.2,0.33956,1953.0,0.6829,4
99_Archive/clean/Angel Heredia/Back In The Game (Original Mix).mp3,83.35,0.33866,2997.7,0.5396,3
99_Archive/clean/Angel Heredia/Daiva (Original Mix).mp3,123.05,0.23203,3441.9,0.5105,3
99_Archive/clean/Angel Heredia/Do U Wanna More Party (Original Mix).mp3,123.05,0.24831,3071.1,0.5104,3
99_Archive/clean/Angel Heredia/I Like That (Original Mix).mp3,123.05,0.28712,2906.8,0.5701,3
99_Archive/clean/Angel Heredia/It's Coming (Original Mix).mp3,123.05,0.24986,3195.2,0.5299,3
"99_Archive/clean/Angelo Ferreri, Moon Rocket/Never Run Away (Original Mix).mp3",123.05,0.21607,2487.8,0.3766,2
99_Archive/clean/Anderson/Sunbeam/01 Sunbeam (Dawn Mix).m4a,129.2,0.17614,2717.9,0.464,3
99_Archive/clean/Anil Aras/When Souls Collide (Original Mix).mp3,129.2,0.18592,2354.2,0.4489,3
99_Archive/clean/Annette Taylor/Woman's Intuition/01 Annette Taylor - It Must Be Right.mp3,112.35,0.11768,2823.4,0.214,2
"99_Archive/clean/ANOTR/The Reset/02 ANOTR, Abel Balder - Your Mind.mp3",129.2,0.19863,2688.9,0.5057,3
"99_Archive/clean/ANOTR/The Reset/10 ANOTR, Abel Balder - Vertigo.mp3",129.2,0.17195,2738.5,0.4614,3
99_Archive/clean/ANOTR/The Reset/03 ANOTR - Amplia.mp3,123.05,0.19149,2325.6,0.3122,2
"99_Archive/clean/ANOTR, Abel Balder/Relax My Eyes (Original Mix).mp3",129.2,0.15099,3121.2,0.4737,3
99_Archive/clean/Antss/Ahh (Original Mix).mp3,129.2,0.21446,3460.0,0.6196,4
"99_Archive/clean/ANTOR, Levan Kali, Erik Bandt/How You Feel/01 How You Feel (Original Mix).mp3",129.2,0.21635,2831.2,0.561,3
99_Archive/clean/Antonio Estrada/El Canto (Original Mix).mp3,123.05,0.24423,3093.5,0.5046,3
99_Archive/clean/Approximate/Just Relax (Mike Kohl Remix) 120.mp3,117.45,0.25994,1841.6,0.3866,2
99_Archive/clean/Antonio/Closer (Mr. Stone Edit).flac,129.2,0.16991,2793.3,0.4644,3
99_Archive/clean/Anturage & Alar/Moet (BadWolf Remix).mp3,123.05,0.27485,1736.7,0.4482,3
99_Archive/clean/Anthony Teasdale/Me/02 Distant Storm.m4a,123.05,0.03189,1776.2,0.1411,1
99_Archive/clean/Approximate/Just Relax (Original Mix) 120.mp3,117.45,0.1803,3241.8,0.3446,2
99_Archive/clean/Aquaticmaneuvers/Rocky (Original Mix) 127.mp3,129.2,0.22018,3210.6,0.6152,4
99_Archive/clean/Archie Hamilton/Moving On (Original Mix).mp3,129.2,0.27822,2015.3,0.6232,4
"99_Archive/clean/Archie Hamilton, The Smoothness/Ease My Mind (Original Mix).mp3",129.2,0.21094,2365.5,0.5054,3
99_Archive/clean/Archie Hamilton/Shade (Original Mix).mp3,123.05,0.20319,1907.7,0.3043,2
"99_Archive/clean/Around The Corner/Noha, Alex Tea, Pathagonia (Original Mix) 132.mp3",129.2,0.25939,2629.3,0.6375,4
"99_Archive/clean/Asaf Samuel, DARCO 09/Start The Party/01 Start The Party (Original Mix).mp3",123.05,0.28081,3006.8,0.5696,3
"99_Archive/clean/ATFC, The Cube Guys/Samba For Maria (Original Mix).mp3",123.05,0.30793,3396.8,0.6485,4
99_Archive/clean/Austin Ato/When Love Is Tender/04 When Love Is Drums.mp3,129.2,0.18986,3091.3,0.5382,3
99_Archive/clean/Ausem FF/Wanted Thing (Grensta Remix).mp3,83.35,0.30964,2623.4,0.4769,3
99_Archive/clean/Ausem FF/You're You (Marlon Sadler Remix).mp3,83.35,0.19248,3823.7,0.3527,2
99_Archive/clean/Attaboy/In Too Deep _ In Deeper/01 In Too Deep.flac,129.2,0.07536,2754.0,0.3794,2
99_Archive/clean/Avante (UK)/El Gaffio (Original Mix).mp3,123.05,0.23461,3155.0,0.4935,3
99_Archive/clean/Avante (UK)/Motionz (Original Mix).mp3,129.2,0.18941,2374.8,0.4621,3
99_Archive/clean/Avante (UK)/Numbers (Original Mix).mp3,86.13,0.28388,2785.6,0.4752,3
99_Archive/clean/AVCI/No Hope Left EP/03 End of an Era.mp3,123.05,0.29424,2979.5,0.5904,3
99_Archive/clean/Azari & III/Reckless (With Your Love) Remixes/02 Reckless (with Your Love) (Neville Watson remix).mp3,129.2,0.28103,2734.8,0.6908,4
99_Archive/clean/Azura/Reedale Rise (Original Mix) 125.mp3,123.05,0.3079,1776.4,0.5022,3
99_Archive/clean/Babert/Boogie Oogie/01 Boogie Oogie.mp3,123.05,0.15575,2634.6,0.2781,2
"99_Archive/clean/Back It Up/Josh Baker, Omar+ (Original Mix) 132.mp3",129.2,0.25319,2497.0,0.6141,4
99_Archive/clean/Bad Work/Luca Vera (Original Mix) 125.mp3,123.05,0.24781,1802.6,0.3971,2
99_Archive/clean/BadWolf & Disastro/Tu Eres Mia (Original Mix).mp3,123.05,0.25506,2180.5,0.4448,3
"99_Archive/clean/Banghook, Kuka/Mission (Extended Mix).mp3",123.05,0.30898,3074.6,0.6216,4
99_Archive/clean/Baris Bicakci/[BR092] _ Baris Bicakci - Music Is The Same Again ep  [2020 Remastered Special Digital Edition]/01 Mo'Shake [2020 Remastered Version].mp3,129.2,0.25724,3260.8,0.7048,4
99_Archive/clean/Basement Jaxx/Bingo Bango (David Morales Mixes)/02 Bingo Bango (Altered Face mix).mp3,129.2,0.26077,2846.0,0.666,4
99_Archive/clean/Basement UK/Bloq (Original Mix).mp3,123.05,0.30639,2449.8,0.551,3
99_Archive/clean/Basement UK/Hitman (Original Mix).mp3,123.05,0.27487,2935.2,0.5531,3
99_Archive/clean/BadWolf/COKAINE/01 Cokaine.flac,123.05,0.30392,1612.2,0.4919,3
99_Archive/clean/Ben Balance/Code Language 68 (Original Mix).mp3,129.2,0.20186,1807.3,0.446,3
99_Archive/clean/Barut/Cuantiz EP/01 Cuantiz.flac,129.2,0.2016,1639.6,0.4376,3
99_Archive/clean/Ben Balance/Move Them (Original Mix).mp3,129.2,0.17056,1833.7,0.3887,2
99_Archive/clean/Ben Balance/Romantic View (Original Mix).mp3,129.2,0.26834,2272.0,0.6263,4
99_Archive/clean/Ben Balance/The Peanut Butter Falcon (Original Mix).mp3,129.2,0.24553,1732.8,0.5377,3
99_Archive/clean/Ben Murphy/Devils Music (Original Mix).mp3,63.02,0.24831,1611.3,0.2726,2
99_Archive/clean/Ben Murphy/Dont Go (Original Mix).mp3,129.2,0.2615,3109.2,0.7011,4
99_Archive/clean/Ben Bux/Shadows & Dust (Extended Mix).mp3,129.2,0.27549,3617.7,0.7641,4
99_Archive/clean/Ben Murphy/Garage Girl (Original Mix).mp3,123.05,0.21623,1423.9,0.315,2
99_Archive/clean/Benny Mussa/Save My Life (Extended).mp3,123.05,0.21208,2422.8,0.3688,2
"99_Archive/clean/Bernard Badie, Dajae/Tonight (Git Down Tonight Dub).mp3",129.2,0.16291,2852.5,0.4638,3
99_Archive/clean/Big Trouble Records/Big Trouble Presents_ Into The Bass Bins/04 X & Ivy - Outro.mp3,89.1,0.3086,3680.6,0.5906,3
99_Archive/clean/Ben Williams/Drop It Like It's Hot (Original Mix).mp3,123.05,0.17049,3216.0,0.3708,2
99_Archive/clean/Black Fancy/Witcha (Original Mix).mp3,83.35,0.25769,3645.6,0.4883,3
99_Archive/clean/Blakdoktor/I Believe So Strong (Blakdoktor Mix).mp3,123.05,0.10671,2502.8,0.2258,2
"99_Archive/clean/BLOND_ISH, Broken Hill, DARCO 09/GOAT/01 GOAT (Original Mix).mp3",123.05,0.24969,2424.9,0.453,3
99_Archive/clean/Bob Sinclar/House Masters_ Bob Sinclar/2-06 Blaze - Do You Remember House (Bob Sinclar remix).mp3,129.2,0.1898,3392.3,0.5694,3
99_Archive/clean/Bonafique/Three Spirit/01 Three Spirit (Original Mix).mp3,123.05,0.10871,3520.2,0.3261,2
"99_Archive/clean/Bonafique, KADI (IL)/Jazzmin (Extended Mix)/01 Jazzmin (Extended Mix).mp3",123.05,0.28914,2652.3,0.5518,3
99_Archive/clean/Bosq/Celestial Strut/06 Bosq feat. Kuyen - Found Your Love.mp3,112.35,0.17025,2681.6,0.2585,2
99_Archive/clean/Blue Noise/Sonorous EP/03 Coldflow.flac,129.2,0.13456,3244.4,0.4779,3
99_Archive/clean/Boss Priester/Goody Woody.mp3,129.2,0.1679,3127.6,0.5039,3
"99_Archive/clean/Brandon Caballero, Jordan Allinor/Feel Good (Groove Killah Goes Acid Mix).mp3",129.2,0.27216,3299.8,0.739,4
99_Archive/clean/Bob Marley vs. Funkstar De Luxe Remix/Sun Is Shining/04 Sun Is Shining (ATB club mix).wav,129.2,0.16563,1550.2,0.3687,2
99_Archive/clean/Bob Sinclar/I feel for you.wav,129.2,0.18628,3016.7,0.524,3
99_Archive/clean/Blue Noise/Sonorous EP/01 Sonorous.flac,129.2,0.08704,1862.0,0.3157,2
99_Archive/clean/Blue Noise/Sonorous EP/02 Process.flac,129.2,0.13555,1137.3,0.3257,2
"99_Archive/clean/Brandon Caballero, Jordan Allinor/Feel Good (Original Mix).mp3",63.02,0.2916,3194.9,0.4965,3
"99_Archive/clean/Brandon Caballero, Jordan Allinor/Feel Good (Reblok Remix).mp3",123.05,0.22829,3116.8,0.4809,3
99_Archive/clean/Brennan & Ferg/Dubble 002/04 Fanfare.mp3,123.05,0.19621,2948.6,0.3885,2
99_Archive/clean/Brett Johnson/Here & Now.flac,83.35,0.11267,3577.6,0.2379,2
99_Archive/clean/Brick/Control/02 Fracture.flac,143.55,0.35941,2267.4,0.8309,5
99_Archive/clean/Brunello/Ghost Dance/01 Ghost Dance (Original Mix).mp3,123.05,0.32291,1860.2,0.5276,3
99_Archive/clean/Brunello/Jester's Privilege/01 Jester's Privilege (Original Mix).mp3,129.2,0.27678,2081.4,0.6316,4
99_Archive/clean/Brian Tappert/The Organ Track/02 The Organ Track (The Other House Mix).wav,129.2,0.24412,4105.2,0.7136,4
99_Archive/clean/Brick/Control/01 Control.flac,143.55,0.33007,2665.9,0.8562,5
99_Archive/clean/Brunello/Lost In The Mellow Circus/02 Lost In The Mellow Circus (Extended Mix).mp3,129.2,0.27384,2638.9,0.673,4
99_Archive/clean/Brick/Control/03 Reality Drift.flac,143.55,0.35522,1267.7,0.7779,4
99_Archive/clean/Brick/Control/04 Aspect.flac,143.55,0.32999,2000.3,0.8007,5
99_Archive/clean/Brunello/Melted/01 Melted (Original Mix).mp3,129.2,0.33738,1606.5,0.6724,4
99_Archive/clean/Bs As Deep/Love for the House (Original Mix).mp3,83.35,0.21904,3319.3,0.3835,2
99_Archive/clean/Brick x Zero Idea/Don't Trip/01 Zonin'.flac,92.29,0.39922,2619.3,0.5362,3
99_Archive/clean/Brooklyn Baby/Watch What You_'re Sayin_'.wav,117.45,0.15893,3179.9,0.3022,2
99_Archive/clean/Brick x Zero Idea/Don't Trip/02 Don't Trip.flac,143.55,0.40092,3168.7,0.9305,5
99_Archive/clean/Brick x Zero Idea/Don't Trip/04 Horizon.flac,92.29,0.37489,2461.9,0.5201,3
99_Archive/clean/Burd+ Cupi/Ruit Hora (Original Mix) 123.mp3,123.05,0.41815,1992.3,0.5606,3
99_Archive/clean/Burnski & Kepler_/Solstice/06 Kepler. - Serious.mp3,136.0,0.24597,3421.5,0.7775,4
99_Archive/clean/Bufo Bufo/Beelzebufo/03 Ectoplasm.flac,136.0,0.26682,2326.4,0.716,4
99_Archive/clean/Bushwacka!/The Sound (The Remixes)/03 The Sound (Jansons Remix).mp3,129.2,0.18354,3444.5,0.5619,3
99_Archive/clean/Buzzy Bus/Jump/03 Jump (Scritch Scritch dub mix).mp3,129.2,0.16206,3281.3,0.5146,3
99_Archive/clean/Burnski/Boom/01 Boom.flac,129.2,0.22676,3538.9,0.6606,4
"99_Archive/clean/Cafe De Anatolia, Ars Oda/Every Night (Original Mix) 118.mp3",117.45,0.1607,2948.6,0.2768,2
99_Archive/clean/Buckfunk 3000/2 Much Booty/02 Command Your Soul.flac,92.29,0.18786,3610.1,0.3577,2
99_Archive/clean/Caitto/Ball (Original Mix).mp3,123.05,0.24365,3736.3,0.5555,3
99_Archive/clean/Caitto/El Acosador (Original Mix).mp3,123.05,0.18387,3713.3,0.4267,3
"99_Archive/clean/Cale De Bou/Gorge, Nick Curly (Extended Mix) 127.mp3",129.2,0.22104,3376.9,0.6394,4
99_Archive/clean/Burnski/Summer 23/01 Summer 23.wav,129.2,0.20749,2637.8,0.5299,3
"99_Archive/clean/Call Me/Jimpster, Loxodrome (Original Mix) 122.mp3",123.05,0.24016,848.2,0.3601,2
"99_Archive/clean/Can We Try/Lady Linn, Fcl (Deetron Dub) 120.mp3",117.45,0.03694,3998.5,0.2727,2
99_Archive/clean/Callisto/Bruised Knuckles E.P_/04 Never Again.flac,172.27,0.05478,399.5,0.4021,3
99_Archive/clean/Candi Staton & Kelly G_/Power of One (extended mix)/01 Power of One (extended mix).mp3,123.05,0.16983,2643.7,0.3087,2
99_Archive/clean/Caravaca/Caos (Original Mix).mp3,123.05,0.16184,3745.5,0.3911,2
99_Archive/clean/Caravaca/CO2 (Original Mix).mp3,123.05,0.18668,3293.3,0.4096,3
99_Archive/clean/Caravaca/Lambo (Ekai Remix).mp3,123.05,0.25778,3085.6,0.5453,3
99_Archive/clean/Caravaca/Lambo (Original Mix).mp3,123.05,0.2849,2683.5,0.5527,3
99_Archive/clean/Butch/No Worries _ Tease Me/01 No Worries.wav,129.2,0.23839,3889.8,0.6984,4
99_Archive/clean/Caravaca/Miss U (Knober Remix).mp3,83.35,0.25795,3691.6,0.4914,3
99_Archive/clean/Caravaca/Miss U (Original Mix).mp3,123.05,0.284,3346.6,0.6219,4
99_Archive/clean/Carl Cox/Global/06 Lovesky - Drumz for Better Daze (16C+ mix).mp3,86.13,0.2285,2940.2,0.3769,2
99_Archive/clean/Carlos A/Yajhu (David Aurel Remix).mp3,123.05,0.22681,3875.1,0.5277,3
99_Archive/clean/Carrot/Hold Me (Original Mix).mp3,129.2,0.31332,3533.7,0.819,5
"99_Archive/clean/Catz 'n Dogz, Nick Monaco/Inside (Extended Mix).mp3",129.2,0.2779,2412.4,0.6621,4
99_Archive/clean/Charles Webster/House Masters/03 Presence - Better Day.mp3,123.05,0.29459,3191.6,0.6251,4
99_Archive/clean/Cavi/Tell You (Original Mix).mp3,123.05,0.32054,2725.6,0.6024,4
"99_Archive/clean/Caspa/The Journey/02 The Journey, Pt. Two.flac",129.2,0.08178,2482.9,0.3648,2
99_Archive/clean/Cheise/Cre8ors - Elevation (Cheise Edit) FREE DOWNLOAD.mp3,129.2,0.21916,1928.1,0.5015,3
99_Archive/clean/Cheise/Grant - Malt Brun (Cheise Edit) FREE DOWNLOAD.mp3,123.05,0.13936,2196.7,0.2338,2
99_Archive/clean/Cheise/Tricky Disco - House Fly (Cheise Edit).mp3,129.2,0.21851,2794.5,0.572,3
99_Archive/clean/Cheise/Underworld - Born Slippy (EDIT) FREE DOWNLOAD.mp3,66.26,0.14687,2065.3,0.112,1
99_Archive/clean/Cheise/Unknown Artist - Set The Alarm (Cheise Edit) FREE DOWNLOAD.mp3,123.05,0.17775,2606.5,0.3194,2
99_Archive/clean/Chiara Manchia/On My Own (Silat Beksi Remix).mp3,83.35,0.22988,2296.0,0.3058,2
99_Archive/clean/Chris Gialanze/Gunna Be (Original Mix).mp3,63.02,0.17231,4426.5,0.2967,2
99_Archive/clean/Chris Nasty/Rising Up (Extended Mix).mp3,123.05,0.18592,3082.0,0.3889,2
99_Archive/clean/Cassius/Au Rêve/18 Cassius - The Sound of Violence (Narcotic Thrust remix).wav,129.2,0.17703,3269.8,0.5403,3
99_Archive/clean/Cheise/Fierce Ruling Diva - Nothing Yet (Cheise Edit) FREE DOWNLOAD.flac,129.2,0.22387,3215.1,0.6347,4
99_Archive/clean/Chris Stussy/Won’t Stop (Don’t)/01 Won’t Stop (Don’t).mp3,89.1,0.24801,2863.2,0.4136,3
99_Archive/clean/Chris Stussy/Won’t Stop (Don’t)/03 Tremont St.mp3,136.0,0.25197,3030.2,0.7563,4
99_Archive/clean/Chris Stussy & Litmus/Across Ocean/05 Chris Stussy - Seeing & Believing (DJOKO extended remix).mp3,129.2,0.22501,3006.3,0.6117,4
99_Archive/clean/CJ Bolland/The Prophet/02 Sugar Is Sweeter (Armand van Helden's Drum 'n' Bass mix).mp3,129.2,0.11275,3855.4,0.4998,3
99_Archive/clean/Club Angel/Stronger!.mp3,143.55,0.31997,2888.2,0.8745,5
99_Archive/clean/Come On Back With Your Love/Kolter (Sunrise Mix) 130.mp3,129.2,0.16379,2383.2,0.427,3
99_Archive/clean/Cooler Than Your Records/Criminal System (Original Mix) 125.mp3,123.05,0.17332,3406.0,0.3961,2
99_Archive/clean/Corrie/Groove Me Last (Original Mix).mp3,129.2,0.20829,3383.9,0.6139,4
99_Archive/clean/Craving What Ain't Mine/M-High (Original Mix) 130.mp3,129.2,0.29435,2833.6,0.7348,4
99_Archive/clean/Crazy P/Stop Space Return/01 Stop Space Return.mp3,117.45,0.10831,3106.1,0.2482,2
99_Archive/clean/Conforce pres. Silent Harbour/Noctiluca/06 Pelagia.flac,123.05,0.35916,2046.5,0.562,3
99_Archive/clean/Crazy P/Walk Dance Talk Sing/01 Like a Fool.mp3,117.45,0.13518,2047.1,0.169,1
99_Archive/clean/Crazy P/Walk Dance Talk Sing/08 Scrap the Book.mp3,117.45,0.21559,2424.8,0.3327,2
99_Archive/clean/Corrie/Blast _ Stars/01 Blast.flac,129.2,0.20377,3176.7,0.5859,3
99_Archive/clean/Crazy P/Truelight EP/02 One True Light.flac,117.45,0.15885,3313.4,0.3146,2
99_Archive/clean/Cristian Viviano/RESSOURCES/01 RESSOURCES (Original Mix).mp3,129.2,0.22121,2905.7,0.5946,3
99_Archive/clean/Cuba/Down The Hole (Original Mix).mp3,129.2,0.27311,2586.9,0.6713,4
"99_Archive/clean/Cuevas (ES), Lautaro Bidegain/Boom (Original Mix).mp3",129.2,0.18922,3978.4,0.6005,4
"99_Archive/clean/Cuevas (ES), Lautaro Bidegain/Fuck That (Original Mix).mp3",83.35,0.18675,2727.8,0.2516,2
99_Archive/clean/D Stone/Djingo.mp3,129.2,0.22868,2741.8,0.5954,3
"99_Archive/clean/D Stone, Benjamin Berg/World Of Colours (Original Mix).mp3",83.35,0.1294,3564.1,0.2521,2
99_Archive/clean/Dabeat/Red Sky Night (Original Mix) 122.mp3,123.05,0.27709,2958.1,0.5684,3
99_Archive/clean/Dachshund/Alive (Original Mix).mp3,123.05,0.29145,3020.3,0.6004,4
99_Archive/clean/Dachshund/Meanwhile (Original Mix).mp3,123.05,0.2931,2552.3,0.5551,3
99_Archive/clean/Dachshund/Slow Deep Breath (Original Mix).mp3,123.05,0.29667,2629.3,0.5661,3
99_Archive/clean/D'Julz/Est. 1992 Remixes/01 Highway (Janeret remix).flac,129.2,0.25179,2759.4,0.6479,4
99_Archive/clean/Daft Punk/Homework (Remixes)/10 Burnin' (Ian Pooley Cut up mix).mp3,129.2,0.25807,3373.9,0.7274,4
99_Archive/clean/Dabeull/You & I (Chiro EDIT).wav,117.45,0.20388,2426.8,0.3073,2
"99_Archive/clean/Daft Punk/Musique, Vol. 1_ 1993–2005/02 Daft Punk - Da Funk.mp3",112.35,0.1435,2226.2,0.1814,1
99_Archive/clean/Damian Lazarus/Magickal/03 Damian Lazarus - Y Don’t U.mp3,123.05,0.18165,2876.9,0.3577,2
99_Archive/clean/Daniel Bedingfield/Gotta Get Thru This/03 Gotta Get Thru This.mp3,89.1,0.20508,2659.3,0.2982,2
99_Archive/clean/Daniel Bracket/Giraffe (Original Mix).mp3,123.05,0.2396,2834.5,0.4752,3
99_Archive/clean/Cultured Pearls/Mother Earth (Hoff's Optimistic House Edit) Remaster.wav,123.05,0.09489,2919.0,0.271,2
99_Archive/clean/Dan D Lion/Feels So Good/01 Feels So Good.flac,83.35,0.12534,2278.3,0.1278,1
"99_Archive/clean/Daniele Travali, Marco C_/Le Dop (Original Mix).mp3",129.2,0.17766,2772.6,0.4889,3
"99_Archive/clean/Daniele Travali, Marco C_/Smoghen (Original Mix).mp3",129.2,0.182,2465.9,0.4668,3
"99_Archive/clean/Daniele Travali, Marco C., Peppe Markese/Bagga Ghen (Original Mix).mp3",129.2,0.28227,1932.5,0.6381,4
99_Archive/clean/Danilo Schneider/Man Without Soul (Original Mix).mp3,123.05,0.1793,2638.4,0.3291,2
99_Archive/clean/Danilo Schneider/Chroma (Original Mix).mp3,123.05,0.19531,2773.5,0.3749,2
99_Archive/clean/Danilo Schneider/Suspend (Original Mix).mp3,123.05,0.23822,2367.7,0.4278,3
99_Archive/clean/Danilo Schneider/No Attraction (Original Mix).mp3,123.05,0.16806,2572.0,0.3028,2
99_Archive/clean/DanMat/Mind Circus/01 Mind Circus (Extended Mix).mp3,129.2,0.3315,2748.0,0.7654,4
99_Archive/clean/Danny Goliger/Meaningful Pursuits/02 Calculable.flac,103.36,0.20466,1736.9,0.2393,2
99_Archive/clean/Danny Goliger/Meaningful Pursuits/01 Accidents Happen.flac,107.67,0.13699,1898.6,0.1476,1
99_Archive/clean/Danny Goliger/Meaningful Pursuits/03 Reality Now.flac,103.36,0.2498,820.0,0.32,2
99_Archive/clean/Danny Goliger/Meaningful Pursuits/04 Meaningful Pursuits.flac,103.36,0.18497,1424.7,0.1883,1
99_Archive/clean/Danny Goliger/Meaningful Pursuits/05 Your Hand.flac,161.5,0.25512,2558.7,0.7525,4
99_Archive/clean/Danny Goliger/Meaningful Pursuits/10 B-.flac,112.35,0.08965,1333.6,0.0938,1
99_Archive/clean/Danny Goliger/Meaningful Pursuits/09 Court Card.flac,129.2,0.1132,2532.5,0.3928,2
99_Archive/clean/Digitalis/Collected Vinyl Breaks/11 Stiletto.flac,136.0,0.19466,2932.2,0.6179,4
99_Archive/clean/Digitalis/Collected Vinyl Breaks/10 I Make Beats.flac,136.0,0.15001,3267.4,0.5815,3
99_Archive/clean/Digitalis/Collected Vinyl Breaks/03 Mind Games (Introspective Remix).flac,89.1,0.19993,2692.2,0.2902,2
99_Archive/clean/Digitalis/Collected Vinyl Breaks/01 Dealing With It (Mutagen Mix).flac,136.0,0.19161,2800.4,0.6001,4
99_Archive/clean/Digitalis/Collected Vinyl Breaks/04 I Make Beats (EK Remix).flac,136.0,0.26766,2397.5,0.7267,4
99_Archive/clean/Digitalis/Collected Vinyl Breaks/12 One Time.flac,129.2,0.19627,2780.0,0.5293,3
99_Archive/clean/Digitalis/Collected Vinyl Breaks/05 Silent Running.flac,136.0,0.23835,2033.4,0.6305,4
99_Archive/clean/Digitalis/Collected Vinyl Breaks/07 Circuit Control.flac,136.0,0.22345,2912.5,0.6804,4
99_Archive/clean/Digitalis/Collected Vinyl Breaks/06 The Ride (Kid Blue Remix).flac,129.2,0.14275,3118.4,0.4821,3
99_Archive/clean/Digitalis/Collected Vinyl Breaks/08 Inside The Computer.flac,136.0,0.19789,2775.6,0.6088,4
99_Archive/clean/Digitalis/Collected Vinyl Breaks/13 Mind Games.flac,136.0,0.18624,3028.2,0.613,4
99_Archive/clean/Digitalis/Collected Vinyl Breaks/15 Preconception.flac,136.0,0.18891,3898.1,0.6787,4
99_Archive/clean/Digitalis/Collected Vinyl Breaks/16 Ana (Digitalis Remix).flac,129.2,0.16888,2788.8,0.4775,3
99_Archive/clean/Digitalis/Collected Vinyl Breaks/17 Campana (Digitalis Remix).flac,123.05,0.24237,1799.4,0.3954,2
"99_Archive/clean/Dilby, Tyler Brunton/It's Alright _ Distant/01 Distant (Original Mix).flac",123.05,0.25383,1947.5,0.4364,3
"99_Archive/clean/Dilby, Tyler Brunton/It's Alright _ Distant/02 Distant (Simon Mattson Remix).flac",123.05,0.25874,3505.2,0.588,3
99_Archive/clean/Dissolut/You Freak (Original Mix).mp3,129.2,0.24655,2708.7,0.6313,4
"99_Archive/clean/DJ Armand _ DJ El Gringo/Rave Master Mixers, Volume 3 & 4/1-17 Mighty Dub Katz - Only When I'm Dancing Do I Feel This.mp3",83.35,0.06905,2880.8,0.1544,1
